reg;semaine_glissante;pop;P;T;nom_region
76;2020-10-29-2020-11-04;5924858;24351;188870;Occitanie
76;2020-10-30-2020-11-05;5924858;23596;189605;Occitanie
76;2020-10-31-2020-11-06;5924858;22729;189046;Occitanie
76;2020-11-01-2020-11-07;5924858;22265;187546;Occitanie
76;2020-11-02-2020-11-08;5924858;22029;186862;Occitanie
76;2020-11-03-2020-11-09;5924858;20750;181766;Occitanie
76;2020-11-04-2020-11-10;5924858;19292;179676;Occitanie
76;2020-11-05-2020-11-11;5924858;15876;153354;Occitanie
76;2020-11-06-2020-11-12;5924858;14947;153154;Occitanie
76;2020-11-07-2020-11-13;5924858;13596;149149;Occitanie
76;2020-11-08-2020-11-14;5924858;12969;147595;Occitanie
76;2020-11-09-2020-11-15;5924858;12769;146707;Occitanie
76;2020-11-10-2020-11-16;5924858;11036;139647;Occitanie
76;2020-11-11-2020-11-17;5924858;9644;130282;Occitanie
76;2020-11-12-2020-11-18;5924858;10360;144003;Occitanie
76;2020-11-13-2020-11-19;5924858;8639;131709;Occitanie
76;2020-11-14-2020-11-20;5924858;7645;126026;Occitanie
76;2020-11-15-2020-11-21;5924858;7337;124634;Occitanie
76;2020-11-16-2020-11-22;5924858;7281;124317;Occitanie
76;2020-11-17-2020-11-23;5924858;6281;118524;Occitanie
76;2020-11-18-2020-11-24;5924858;5756;114938;Occitanie
76;2020-11-19-2020-11-25;5924858;5532;112786;Occitanie
76;2020-11-20-2020-11-26;5924858;5351;110059;Occitanie
76;2020-11-21-2020-11-27;5924858;5003;107041;Occitanie
76;2020-11-22-2020-11-28;5924858;4980;107279;Occitanie
76;2020-11-23-2020-11-29;5924858;4937;107212;Occitanie
76;2020-11-24-2020-11-30;5924858;4906;104869;Occitanie
76;2020-11-25-2020-12-01;5924858;4878;102451;Occitanie
76;2020-11-26-2020-12-02;5924858;4798;100904;Occitanie
76;2020-11-27-2020-12-03;5924858;4762;99239;Occitanie
76;2020-11-28-2020-12-04;5924858;4727;100726;Occitanie
76;2020-11-29-2020-12-05;5924858;4729;101119;Occitanie
76;2020-11-30-2020-12-06;5924858;4743;101402;Occitanie
76;2020-12-01-2020-12-07;5924858;4567;101789;Occitanie
76;2020-12-02-2020-12-08;5924858;4532;103145;Occitanie
76;2020-12-03-2020-12-09;5924858;4527;104407;Occitanie
76;2020-12-04-2020-12-10;5924858;4546;105933;Occitanie
76;2020-12-05-2020-12-11;5924858;4613;107883;Occitanie
76;2020-12-06-2020-12-12;5924858;4639;109939;Occitanie
76;2020-12-07-2020-12-13;5924858;4692;110472;Occitanie
76;2020-12-08-2020-12-14;5924858;4931;114520;Occitanie
76;2020-12-09-2020-12-15;5924858;5028;120502;Occitanie
76;2020-12-10-2020-12-16;5924858;5213;129606;Occitanie
76;2020-12-11-2020-12-17;5924858;5387;141665;Occitanie
76;2020-12-12-2020-12-18;5924858;5570;159648;Occitanie
76;2020-12-13-2020-12-19;5924858;5680;171532;Occitanie
76;2020-12-14-2020-12-20;5924858;5621;174010;Occitanie
76;2020-12-15-2020-12-21;5924858;5878;201380;Occitanie
76;2020-12-16-2020-12-22;5924858;6158;234302;Occitanie
76;2020-12-17-2020-12-23;5924858;6253;267239;Occitanie
76;2020-12-18-2020-12-24;5924858;6240;283336;Occitanie
76;2020-12-19-2020-12-25;5924858;5262;249323;Occitanie
76;2020-12-20-2020-12-26;5924858;5348;245604;Occitanie
76;2020-12-21-2020-12-27;5924858;5391;243468;Occitanie
76;2020-12-22-2020-12-28;5924858;5433;219632;Occitanie
76;2020-12-23-2020-12-29;5924858;5733;190483;Occitanie
76;2020-12-24-2020-12-30;5924858;6243;164622;Occitanie
76;2020-12-25-2020-12-31;5924858;6464;149836;Occitanie
76;2020-12-26-2021-01-01;5924858;6483;149159;Occitanie
76;2020-12-27-2021-01-02;5924858;6722;148170;Occitanie
76;2020-12-28-2021-01-03;5924858;6791;148159;Occitanie
76;2020-12-29-2021-01-04;5924858;7695;153357;Occitanie
76;2020-12-30-2021-01-05;5924858;8090;155064;Occitanie
76;2020-12-31-2021-01-06;5924858;8309;150768;Occitanie
76;2021-01-01-2021-01-07;5924858;8597;150188;Occitanie
76;2021-01-02-2021-01-08;5924858;10160;177495;Occitanie
76;2021-01-03-2021-01-09;5924858;10163;175413;Occitanie
76;2021-01-04-2021-01-10;5924858;10191;175426;Occitanie
76;2021-01-05-2021-01-11;5924858;10233;171290;Occitanie
76;2021-01-06-2021-01-12;5924858;10232;170160;Occitanie
76;2021-01-07-2021-01-13;5924858;10244;169932;Occitanie
76;2021-01-08-2021-01-14;5924858;10601;170122;Occitanie
76;2021-01-09-2021-01-15;5924858;10835;172205;Occitanie
76;2021-01-10-2021-01-16;5924858;11058;173767;Occitanie
76;2021-01-11-2021-01-17;5924858;11056;173765;Occitanie
76;2021-01-12-2021-01-18;5924858;11385;173420;Occitanie
76;2021-01-13-2021-01-19;5924858;11732;173924;Occitanie
76;2021-01-14-2021-01-20;5924858;11939;175331;Occitanie
76;2021-01-15-2021-01-21;5924858;12150;179184;Occitanie
76;2021-01-16-2021-01-22;5924858;12433;183240;Occitanie
76;2021-01-17-2021-01-23;5924858;12452;184033;Occitanie
76;2021-01-18-2021-01-24;5924858;12472;183824;Occitanie
76;2021-01-19-2021-01-25;5924858;12702;186628;Occitanie
76;2021-01-20-2021-01-26;5924858;12745;189404;Occitanie
76;2021-01-21-2021-01-27;5924858;12858;192384;Occitanie
76;2021-01-22-2021-01-28;5924858;13067;198610;Occitanie
76;2021-01-23-2021-01-29;5924858;13041;202914;Occitanie
76;2021-01-24-2021-01-30;5924858;13088;204676;Occitanie
76;2021-01-25-2021-01-31;5924858;13263;205205;Occitanie
76;2021-01-26-2021-02-01;5924858;13172;205503;Occitanie
76;2021-01-27-2021-02-02;5924858;13011;208356;Occitanie
76;2021-01-28-2021-02-03;5924858;12892;209388;Occitanie
76;2021-01-29-2021-02-04;5924858;12532;207965;Occitanie
76;2021-01-30-2021-02-05;5924858;12321;209510;Occitanie
76;2021-01-31-2021-02-06;5924858;12142;209535;Occitanie
76;2021-02-01-2021-02-07;5924858;11949;209434;Occitanie
76;2021-02-02-2021-02-08;5924858;11452;205663;Occitanie
76;2021-02-03-2021-02-09;5924858;11063;204882;Occitanie
76;2021-02-04-2021-02-10;5924858;10764;206148;Occitanie
76;2021-02-05-2021-02-11;5924858;10485;207187;Occitanie
76;2021-02-06-2021-02-12;5924858;10255;208087;Occitanie
76;2021-02-07-2021-02-13;5924858;10170;209487;Occitanie
76;2021-02-08-2021-02-14;5924858;10123;209802;Occitanie
76;2021-02-09-2021-02-15;5924858;9803;207631;Occitanie
76;2021-02-10-2021-02-16;5924858;9608;203313;Occitanie
76;2021-02-11-2021-02-17;5924858;9411;197983;Occitanie
76;2021-02-12-2021-02-18;5924858;9225;193145;Occitanie
76;2021-02-13-2021-02-19;5924858;9110;188641;Occitanie
76;2021-02-14-2021-02-20;5924858;9064;185922;Occitanie
76;2021-02-15-2021-02-21;5924858;9087;185078;Occitanie
76;2021-02-16-2021-02-22;5924858;9138;179070;Occitanie
76;2021-02-17-2021-02-23;5924858;9081;174725;Occitanie
76;2021-02-18-2021-02-24;5924858;9112;171373;Occitanie
76;2021-02-19-2021-02-25;5924858;9173;168541;Occitanie
76;2021-02-20-2021-02-26;5924858;9098;166648;Occitanie
76;2021-02-21-2021-02-27;5924858;9108;166322;Occitanie
76;2021-02-22-2021-02-28;5924858;9110;166113;Occitanie
76;2021-02-23-2021-03-01;5924858;9127;165828;Occitanie
76;2021-02-24-2021-03-02;5924858;9154;167221;Occitanie
76;2021-02-25-2021-03-03;5924858;9159;167683;Occitanie
76;2021-02-26-2021-03-04;5924858;9164;169528;Occitanie
76;2021-02-27-2021-03-05;5924858;9105;171674;Occitanie
76;2021-02-28-2021-03-06;5924858;9192;172269;Occitanie
76;2021-03-01-2021-03-07;5924858;9197;172171;Occitanie
76;2021-03-02-2021-03-08;5924858;9142;171075;Occitanie
76;2021-03-03-2021-03-09;5924858;9210;171406;Occitanie
76;2021-03-04-2021-03-10;5924858;9254;171812;Occitanie
76;2021-03-05-2021-03-11;5924858;9547;177501;Occitanie
76;2021-03-06-2021-03-12;5924858;9856;184148;Occitanie
76;2021-03-07-2021-03-13;5924858;9991;186348;Occitanie
76;2021-03-08-2021-03-14;5924858;10023;186342;Occitanie
76;2021-03-09-2021-03-15;5924858;10560;187755;Occitanie
76;2021-03-10-2021-03-16;5924858;10994;192534;Occitanie
76;2021-03-11-2021-03-17;5924858;11328;196154;Occitanie
76;2021-03-12-2021-03-18;5924858;11451;199785;Occitanie
76;2021-03-13-2021-03-19;5924858;11996;204821;Occitanie
76;2021-03-14-2021-03-20;5924858;12098;207093;Occitanie
76;2021-03-15-2021-03-21;5924858;12134;207222;Occitanie
76;2021-03-16-2021-03-22;5924858;12868;212542;Occitanie
76;2021-03-17-2021-03-23;5924858;13598;219771;Occitanie
76;2021-03-18-2021-03-24;5924858;14374;226816;Occitanie
76;2021-03-19-2021-03-25;5924858;15351;236753;Occitanie
76;2021-03-20-2021-03-26;5924858;16114;245688;Occitanie
76;2021-03-21-2021-03-27;5924858;16602;250757;Occitanie
76;2021-03-22-2021-03-28;5924858;16610;251085;Occitanie
76;2021-03-23-2021-03-29;5924858;17387;259013;Occitanie
76;2021-03-24-2021-03-30;5924858;18039;269085;Occitanie
76;2021-03-25-2021-03-31;5924858;18508;280270;Occitanie
76;2021-03-26-2021-04-01;5924858;18736;293616;Occitanie
76;2021-03-27-2021-04-02;5924858;18934;304115;Occitanie
76;2021-03-28-2021-04-03;5924858;19015;309347;Occitanie
76;2021-03-29-2021-04-04;5924858;19053;309873;Occitanie
76;2021-03-30-2021-04-05;5924858;15526;263623;Occitanie
76;2021-03-31-2021-04-06;5924858;16471;263465;Occitanie
76;2021-04-01-2021-04-07;5924858;16419;253539;Occitanie
76;2021-04-02-2021-04-08;5924858;16170;235510;Occitanie
76;2021-04-03-2021-04-09;5924858;15675;215736;Occitanie
84;2020-05-13-2020-05-19;8032377;421;27063;Auvergne-Rhône-Alpes
84;2020-05-14-2020-05-20;8032377;424;28158;Auvergne-Rhône-Alpes
84;2020-05-15-2020-05-21;8032377;336;24150;Auvergne-Rhône-Alpes
84;2020-05-16-2020-05-22;8032377;332;24255;Auvergne-Rhône-Alpes
84;2020-05-17-2020-05-23;8032377;329;24448;Auvergne-Rhône-Alpes
84;2020-05-18-2020-05-24;8032377;318;24519;Auvergne-Rhône-Alpes
84;2020-05-19-2020-05-25;8032377;289;24389;Auvergne-Rhône-Alpes
84;2020-05-20-2020-05-26;8032377;259;24174;Auvergne-Rhône-Alpes
84;2020-05-21-2020-05-27;8032377;246;23408;Auvergne-Rhône-Alpes
84;2020-05-22-2020-05-28;8032377;282;26917;Auvergne-Rhône-Alpes
84;2020-05-23-2020-05-29;8032377;259;26726;Auvergne-Rhône-Alpes
84;2020-05-24-2020-05-30;8032377;259;26878;Auvergne-Rhône-Alpes
84;2020-05-25-2020-05-31;8032377;260;26920;Auvergne-Rhône-Alpes
84;2020-05-26-2020-06-01;8032377;232;23020;Auvergne-Rhône-Alpes
84;2020-05-27-2020-06-02;8032377;240;23061;Auvergne-Rhône-Alpes
84;2020-05-28-2020-06-03;8032377;231;22976;Auvergne-Rhône-Alpes
84;2020-05-29-2020-06-04;8032377;207;22716;Auvergne-Rhône-Alpes
84;2020-05-30-2020-06-05;8032377;183;22533;Auvergne-Rhône-Alpes
84;2020-05-31-2020-06-06;8032377;181;22420;Auvergne-Rhône-Alpes
84;2020-06-01-2020-06-07;8032377;185;22394;Auvergne-Rhône-Alpes
84;2020-06-02-2020-06-08;8032377;208;25409;Auvergne-Rhône-Alpes
84;2020-06-03-2020-06-09;8032377;183;23965;Auvergne-Rhône-Alpes
84;2020-06-04-2020-06-10;8032377;178;23543;Auvergne-Rhône-Alpes
84;2020-06-05-2020-06-11;8032377;202;23002;Auvergne-Rhône-Alpes
84;2020-06-06-2020-06-12;8032377;216;22515;Auvergne-Rhône-Alpes
84;2020-06-07-2020-06-13;8032377;203;22519;Auvergne-Rhône-Alpes
84;2020-06-08-2020-06-14;8032377;206;22512;Auvergne-Rhône-Alpes
84;2020-06-09-2020-06-15;8032377;200;22496;Auvergne-Rhône-Alpes
84;2020-06-10-2020-06-16;8032377;204;22810;Auvergne-Rhône-Alpes
84;2020-06-11-2020-06-17;8032377;212;23021;Auvergne-Rhône-Alpes
84;2020-06-12-2020-06-18;8032377;198;23196;Auvergne-Rhône-Alpes
84;2020-06-13-2020-06-19;8032377;197;23493;Auvergne-Rhône-Alpes
84;2020-06-14-2020-06-20;8032377;218;23475;Auvergne-Rhône-Alpes
84;2020-06-15-2020-06-21;8032377;210;23440;Auvergne-Rhône-Alpes
84;2020-06-16-2020-06-22;8032377;209;23941;Auvergne-Rhône-Alpes
84;2020-06-17-2020-06-23;8032377;213;24719;Auvergne-Rhône-Alpes
84;2020-06-18-2020-06-24;8032377;220;25457;Auvergne-Rhône-Alpes
84;2020-06-19-2020-06-25;8032377;217;25649;Auvergne-Rhône-Alpes
84;2020-06-20-2020-06-26;8032377;225;26630;Auvergne-Rhône-Alpes
84;2020-06-21-2020-06-27;8032377;225;27512;Auvergne-Rhône-Alpes
84;2020-06-22-2020-06-28;8032377;232;27717;Auvergne-Rhône-Alpes
84;2020-06-23-2020-06-29;8032377;241;29413;Auvergne-Rhône-Alpes
84;2020-06-24-2020-06-30;8032377;250;31040;Auvergne-Rhône-Alpes
84;2020-06-25-2020-07-01;8032377;233;32357;Auvergne-Rhône-Alpes
84;2020-06-26-2020-07-02;8032377;238;34630;Auvergne-Rhône-Alpes
84;2020-06-27-2020-07-03;8032377;229;36742;Auvergne-Rhône-Alpes
84;2020-06-28-2020-07-04;8032377;214;37177;Auvergne-Rhône-Alpes
84;2020-06-29-2020-07-05;8032377;208;37128;Auvergne-Rhône-Alpes
84;2020-06-30-2020-07-06;8032377;199;38282;Auvergne-Rhône-Alpes
84;2020-07-01-2020-07-07;8032377;193;39256;Auvergne-Rhône-Alpes
84;2020-07-02-2020-07-08;8032377;223;40537;Auvergne-Rhône-Alpes
84;2020-07-03-2020-07-09;8032377;235;42070;Auvergne-Rhône-Alpes
84;2020-07-04-2020-07-10;8032377;274;43376;Auvergne-Rhône-Alpes
84;2020-07-05-2020-07-11;8032377;287;43653;Auvergne-Rhône-Alpes
84;2020-07-06-2020-07-12;8032377;290;43677;Auvergne-Rhône-Alpes
84;2020-07-07-2020-07-13;8032377;332;44885;Auvergne-Rhône-Alpes
84;2020-07-08-2020-07-14;8032377;301;38579;Auvergne-Rhône-Alpes
84;2020-07-09-2020-07-15;8032377;296;40241;Auvergne-Rhône-Alpes
84;2020-07-10-2020-07-16;8032377;306;41408;Auvergne-Rhône-Alpes
84;2020-07-11-2020-07-17;8032377;293;42252;Auvergne-Rhône-Alpes
84;2020-07-12-2020-07-18;8032377;299;43323;Auvergne-Rhône-Alpes
84;2020-07-13-2020-07-19;8032377;302;43535;Auvergne-Rhône-Alpes
84;2020-07-14-2020-07-20;8032377;304;43996;Auvergne-Rhône-Alpes
84;2020-07-15-2020-07-21;8032377;385;51847;Auvergne-Rhône-Alpes
84;2020-07-16-2020-07-22;8032377;417;51425;Auvergne-Rhône-Alpes
84;2020-07-17-2020-07-23;8032377;448;50267;Auvergne-Rhône-Alpes
84;2020-07-18-2020-07-24;8032377;520;49375;Auvergne-Rhône-Alpes
84;2020-07-19-2020-07-25;8032377;557;48857;Auvergne-Rhône-Alpes
84;2020-07-20-2020-07-26;8032377;591;48861;Auvergne-Rhône-Alpes
84;2020-07-21-2020-07-27;8032377;646;49160;Auvergne-Rhône-Alpes
84;2020-07-22-2020-07-28;8032377;663;49938;Auvergne-Rhône-Alpes
84;2020-07-23-2020-07-29;8032377;703;51346;Auvergne-Rhône-Alpes
84;2020-07-24-2020-07-30;8032377;751;53364;Auvergne-Rhône-Alpes
84;2020-07-25-2020-07-31;8032377;732;55065;Auvergne-Rhône-Alpes
84;2020-07-26-2020-08-01;8032377;722;55496;Auvergne-Rhône-Alpes
84;2020-07-27-2020-08-02;8032377;691;55655;Auvergne-Rhône-Alpes
84;2020-07-28-2020-08-03;8032377;705;55925;Auvergne-Rhône-Alpes
84;2020-07-29-2020-08-04;8032377;749;56004;Auvergne-Rhône-Alpes
84;2020-07-30-2020-08-05;8032377;769;55966;Auvergne-Rhône-Alpes
84;2020-07-31-2020-08-06;8032377;753;56287;Auvergne-Rhône-Alpes
84;2020-08-01-2020-08-07;8032377;796;56048;Auvergne-Rhône-Alpes
84;2020-08-02-2020-08-08;8032377;814;56086;Auvergne-Rhône-Alpes
84;2020-08-03-2020-08-09;8032377;821;56242;Auvergne-Rhône-Alpes
84;2020-08-04-2020-08-10;8032377;886;56333;Auvergne-Rhône-Alpes
84;2020-08-05-2020-08-11;8032377;933;55953;Auvergne-Rhône-Alpes
84;2020-08-06-2020-08-12;8032377;1009;55949;Auvergne-Rhône-Alpes
84;2020-08-07-2020-08-13;8032377;1144;57104;Auvergne-Rhône-Alpes
84;2020-08-08-2020-08-14;8032377;1300;58799;Auvergne-Rhône-Alpes
84;2020-08-09-2020-08-15;8032377;1266;56096;Auvergne-Rhône-Alpes
84;2020-08-10-2020-08-16;8032377;1293;56266;Auvergne-Rhône-Alpes
84;2020-08-11-2020-08-17;8032377;1584;60475;Auvergne-Rhône-Alpes
84;2020-08-12-2020-08-18;8032377;1799;63796;Auvergne-Rhône-Alpes
84;2020-08-13-2020-08-19;8032377;2011;67152;Auvergne-Rhône-Alpes
84;2020-08-14-2020-08-20;8032377;2278;69967;Auvergne-Rhône-Alpes
84;2020-08-15-2020-08-21;8032377;2555;73207;Auvergne-Rhône-Alpes
84;2020-08-16-2020-08-22;8032377;2672;77603;Auvergne-Rhône-Alpes
84;2020-08-17-2020-08-23;8032377;2697;77835;Auvergne-Rhône-Alpes
84;2020-08-18-2020-08-24;8032377;2856;80479;Auvergne-Rhône-Alpes
84;2020-08-19-2020-08-25;8032377;3082;83657;Auvergne-Rhône-Alpes
84;2020-08-20-2020-08-26;8032377;3337;87465;Auvergne-Rhône-Alpes
84;2020-08-21-2020-08-27;8032377;3582;92171;Auvergne-Rhône-Alpes
84;2020-08-22-2020-08-28;8032377;3774;96007;Auvergne-Rhône-Alpes
84;2020-08-23-2020-08-29;8032377;3921;97917;Auvergne-Rhône-Alpes
84;2020-08-24-2020-08-30;8032377;3952;98152;Auvergne-Rhône-Alpes
84;2020-08-25-2020-08-31;8032377;4320;102740;Auvergne-Rhône-Alpes
84;2020-08-26-2020-09-01;8032377;4695;106359;Auvergne-Rhône-Alpes
84;2020-08-27-2020-09-02;8032377;4958;108537;Auvergne-Rhône-Alpes
84;2020-08-28-2020-09-03;8032377;5358;109490;Auvergne-Rhône-Alpes
84;2020-08-29-2020-09-04;8032377;5659;111356;Auvergne-Rhône-Alpes
84;2020-08-30-2020-09-05;8032377;5752;111649;Auvergne-Rhône-Alpes
84;2020-08-31-2020-09-06;8032377;5767;111900;Auvergne-Rhône-Alpes
84;2020-09-01-2020-09-07;8032377;6102;114302;Auvergne-Rhône-Alpes
84;2020-09-02-2020-09-08;8032377;6640;119653;Auvergne-Rhône-Alpes
84;2020-09-03-2020-09-09;8032377;7060;124679;Auvergne-Rhône-Alpes
84;2020-09-04-2020-09-10;8032377;7327;130705;Auvergne-Rhône-Alpes
84;2020-09-05-2020-09-11;8032377;7576;135504;Auvergne-Rhône-Alpes
84;2020-09-06-2020-09-12;8032377;7712;136961;Auvergne-Rhône-Alpes
84;2020-09-07-2020-09-13;8032377;7724;137128;Auvergne-Rhône-Alpes
84;2020-09-08-2020-09-14;8032377;8070;141287;Auvergne-Rhône-Alpes
84;2020-09-09-2020-09-15;8032377;8183;143586;Auvergne-Rhône-Alpes
84;2020-09-10-2020-09-16;8032377;8552;145000;Auvergne-Rhône-Alpes
84;2020-09-11-2020-09-17;8032377;8838;145051;Auvergne-Rhône-Alpes
84;2020-09-12-2020-09-18;8032377;9109;144659;Auvergne-Rhône-Alpes
84;2020-09-13-2020-09-19;8032377;9152;144428;Auvergne-Rhône-Alpes
84;2020-09-14-2020-09-20;8032377;9193;144381;Auvergne-Rhône-Alpes
84;2020-09-15-2020-09-21;8032377;9497;141142;Auvergne-Rhône-Alpes
84;2020-09-16-2020-09-22;8032377;9717;136784;Auvergne-Rhône-Alpes
84;2020-09-17-2020-09-23;8032377;9598;132555;Auvergne-Rhône-Alpes
84;2020-09-18-2020-09-24;8032377;9704;130117;Auvergne-Rhône-Alpes
84;2020-09-19-2020-09-25;8032377;9861;128946;Auvergne-Rhône-Alpes
84;2020-09-20-2020-09-26;8032377;9855;128137;Auvergne-Rhône-Alpes
84;2020-09-21-2020-09-27;8032377;9831;127941;Auvergne-Rhône-Alpes
84;2020-09-22-2020-09-28;8032377;9767;126685;Auvergne-Rhône-Alpes
84;2020-09-23-2020-09-29;8032377;9738;126204;Auvergne-Rhône-Alpes
84;2020-09-24-2020-09-30;8032377;10190;125856;Auvergne-Rhône-Alpes
84;2020-09-25-2020-10-01;8032377;10409;125473;Auvergne-Rhône-Alpes
84;2020-09-26-2020-10-02;8032377;11091;127039;Auvergne-Rhône-Alpes
84;2020-09-27-2020-10-03;8032377;11383;128151;Auvergne-Rhône-Alpes
84;2020-09-28-2020-10-04;8032377;11455;128299;Auvergne-Rhône-Alpes
84;2020-09-29-2020-10-05;8032377;12843;132569;Auvergne-Rhône-Alpes
84;2020-09-30-2020-10-06;8032377;14256;136395;Auvergne-Rhône-Alpes
84;2020-10-01-2020-10-07;8032377;15624;141847;Auvergne-Rhône-Alpes
84;2020-10-02-2020-10-08;8032377;17461;148736;Auvergne-Rhône-Alpes
84;2020-10-03-2020-10-09;8032377;19328;157178;Auvergne-Rhône-Alpes
84;2020-10-04-2020-10-10;8032377;20039;160090;Auvergne-Rhône-Alpes
84;2020-10-05-2020-10-11;8032377;20247;160641;Auvergne-Rhône-Alpes
84;2020-10-06-2020-10-12;8032377;22655;170799;Auvergne-Rhône-Alpes
84;2020-10-07-2020-10-13;8032377;25052;181180;Auvergne-Rhône-Alpes
84;2020-10-08-2020-10-14;8032377;27188;191021;Auvergne-Rhône-Alpes
84;2020-10-09-2020-10-15;8032377;29734;202722;Auvergne-Rhône-Alpes
84;2020-10-10-2020-10-16;8032377;32507;212646;Auvergne-Rhône-Alpes
84;2020-10-11-2020-10-17;8032377;33667;216462;Auvergne-Rhône-Alpes
84;2020-10-12-2020-10-18;8032377;33945;217019;Auvergne-Rhône-Alpes
84;2020-10-13-2020-10-19;8032377;37681;224219;Auvergne-Rhône-Alpes
84;2020-10-14-2020-10-20;8032377;41615;232562;Auvergne-Rhône-Alpes
84;2020-10-15-2020-10-21;8032377;46061;242138;Auvergne-Rhône-Alpes
84;2020-10-16-2020-10-22;8032377;50510;252464;Auvergne-Rhône-Alpes
84;2020-10-17-2020-10-23;8032377;55137;262792;Auvergne-Rhône-Alpes
84;2020-10-18-2020-10-24;8032377;57397;267712;Auvergne-Rhône-Alpes
84;2020-10-19-2020-10-25;8032377;57963;269046;Auvergne-Rhône-Alpes
84;2020-10-20-2020-10-26;8032377;62982;280561;Auvergne-Rhône-Alpes
84;2020-10-21-2020-10-27;8032377;66781;288834;Auvergne-Rhône-Alpes
84;2020-10-22-2020-10-28;8032377;69176;294755;Auvergne-Rhône-Alpes
84;2020-10-23-2020-10-29;8032377;70779;299904;Auvergne-Rhône-Alpes
84;2020-10-24-2020-10-30;8032377;71959;304690;Auvergne-Rhône-Alpes
84;2020-10-25-2020-10-31;8032377;72456;306609;Auvergne-Rhône-Alpes
84;2020-10-26-2020-11-01;8032377;72420;306439;Auvergne-Rhône-Alpes
84;2020-10-27-2020-11-02;8032377;73549;309347;Auvergne-Rhône-Alpes
84;2020-10-28-2020-11-03;8032377;74343;311350;Auvergne-Rhône-Alpes
84;2020-10-29-2020-11-04;8032377;73937;312289;Auvergne-Rhône-Alpes
84;2020-10-30-2020-11-05;8032377;72391;312211;Auvergne-Rhône-Alpes
84;2020-10-31-2020-11-06;8032377;70075;310833;Auvergne-Rhône-Alpes
84;2020-11-01-2020-11-07;8032377;68358;307723;Auvergne-Rhône-Alpes
84;2020-11-02-2020-11-08;8032377;67984;306876;Auvergne-Rhône-Alpes
84;2020-11-03-2020-11-09;8032377;63261;299610;Auvergne-Rhône-Alpes
84;2020-11-04-2020-11-10;8032377;57327;289312;Auvergne-Rhône-Alpes
84;2020-11-05-2020-11-11;8032377;46396;243998;Auvergne-Rhône-Alpes
84;2020-11-06-2020-11-12;8032377;43331;234961;Auvergne-Rhône-Alpes
84;2020-11-07-2020-11-13;8032377;39104;222897;Auvergne-Rhône-Alpes
84;2020-11-08-2020-11-14;8032377;37489;218068;Auvergne-Rhône-Alpes
84;2020-11-09-2020-11-15;8032377;37107;217031;Auvergne-Rhône-Alpes
84;2020-11-10-2020-11-16;8032377;32786;200906;Auvergne-Rhône-Alpes
84;2020-11-11-2020-11-17;8032377;29025;186459;Auvergne-Rhône-Alpes
84;2020-11-12-2020-11-18;8032377;31428;206856;Auvergne-Rhône-Alpes
84;2020-11-13-2020-11-19;8032377;26987;190240;Auvergne-Rhône-Alpes
84;2020-11-14-2020-11-20;8032377;23764;177988;Auvergne-Rhône-Alpes
84;2020-11-15-2020-11-21;8032377;22897;176133;Auvergne-Rhône-Alpes
84;2020-11-16-2020-11-22;8032377;22717;175726;Auvergne-Rhône-Alpes
84;2020-11-17-2020-11-23;8032377;19736;164707;Auvergne-Rhône-Alpes
84;2020-11-18-2020-11-24;8032377;17815;156223;Auvergne-Rhône-Alpes
84;2020-11-19-2020-11-25;8032377;16615;151003;Auvergne-Rhône-Alpes
84;2020-11-20-2020-11-26;8032377;15432;144606;Auvergne-Rhône-Alpes
84;2020-11-21-2020-11-27;8032377;14699;139725;Auvergne-Rhône-Alpes
84;2020-11-22-2020-11-28;8032377;14514;138812;Auvergne-Rhône-Alpes
84;2020-11-23-2020-11-29;8032377;14506;138848;Auvergne-Rhône-Alpes
84;2020-11-24-2020-11-30;8032377;13857;134723;Auvergne-Rhône-Alpes
84;2020-11-25-2020-12-01;8032377;13573;133087;Auvergne-Rhône-Alpes
84;2020-11-26-2020-12-02;8032377;13297;130710;Auvergne-Rhône-Alpes
84;2020-11-27-2020-12-03;8032377;13108;130277;Auvergne-Rhône-Alpes
84;2020-11-28-2020-12-04;8032377;12996;129444;Auvergne-Rhône-Alpes
84;2020-11-29-2020-12-05;8032377;12923;129890;Auvergne-Rhône-Alpes
84;2020-11-30-2020-12-06;8032377;12890;129690;Auvergne-Rhône-Alpes
84;2020-12-01-2020-12-07;8032377;12949;131413;Auvergne-Rhône-Alpes
84;2020-12-02-2020-12-08;8032377;12932;133983;Auvergne-Rhône-Alpes
84;2020-12-03-2020-12-09;8032377;13083;137174;Auvergne-Rhône-Alpes
84;2020-12-04-2020-12-10;8032377;13263;140367;Auvergne-Rhône-Alpes
84;2020-12-05-2020-12-11;8032377;13365;145665;Auvergne-Rhône-Alpes
84;2020-12-06-2020-12-12;8032377;13461;148708;Auvergne-Rhône-Alpes
84;2020-12-07-2020-12-13;8032377;13445;149238;Auvergne-Rhône-Alpes
84;2020-12-08-2020-12-14;8032377;13920;161754;Auvergne-Rhône-Alpes
84;2020-12-09-2020-12-15;8032377;14288;184310;Auvergne-Rhône-Alpes
84;2020-12-10-2020-12-16;8032377;14601;210165;Auvergne-Rhône-Alpes
84;2020-12-11-2020-12-17;8032377;15157;253166;Auvergne-Rhône-Alpes
84;2020-12-12-2020-12-18;8032377;16381;326110;Auvergne-Rhône-Alpes
84;2020-12-13-2020-12-19;8032377;17838;389687;Auvergne-Rhône-Alpes
